sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"5MW316","5Kg Mig Wire 316L 0.8mm",,"R 825.00","412.5","1510","1736.5","72.68","1097.5","3","Yes","Yes"
"5mWRC","Clamp Wire Rope 5mm H/D",,"R 0.78","0.51","3","3.45","83","2.49","200","Yes","Yes"
"5pgp","5 Litre Pink Gloss Paint",,"R 0.00","0","680","782","0","680","4","Yes","Yes"
"5RWB","5 Row Wire Brushes",,"R 0.00","0","10.68","12.28","0","10.68","100000","Yes","Yes"
"5RWBH","5 Row wire brush wooden handle",,"R 37.40","1.78","81.5","93.73","97.82","79.72","21","Yes","Yes"
"5THDJ","95 Ton Heavy Duty Pallet Jack",,"R 9,763.50","9763.5","11716.2","13473.63","16.67","1952.7","1","Yes","Yes"
"5WCWG","5W Cool White Globe",,"R 0.00","0","52","59.8","0","52","0","Yes","Yes"
"5WX","5m White Extension Cable 10A",,"R 29.60","4.23","215","247.25","98.03","210.77","6","Yes","Yes"
"600mmASSH","600 mm Arrow Squegee Steel Handle",,"R 0.00","0","320","368","0","320","5","Yes","Yes"
"60GG","60W GUN GLUE",,"R 0.00","0","118.46","136.23","0","118.46","4","Yes","Yes"
"6202ZZ","Ball Bearing",,"R 0.00","0","119","136.85","0","119","10","Yes","Yes"
"630mmp","PLUMLINE MERU FULL PEDESTAL 630mm WHITE",,"R 0.00","0","455","523.25","0","455","9","Yes","Yes"
"63mmTCBP","63mm Tri-Circ Brass Padlock",,"R 285.60","285.6","460","529","37.91","174.4","2","Yes","Yes"
"655NIA","Nail In Anchor 6x55",,"R 0.00","0","130","149.5","0","130","4.8","Yes","Yes"
"6bt","6mm Blue Tubing(Per Meter)",,"R 0.00","0","15","17.25","0","15","5","Yes","Yes"
"6EL","6mm Extension Ladder",,"R 0.00","0","0","0","0","0","1","Yes","Yes"
"6mmPIE","6mm Push-in-elbow",,"R 0.00","0","9","10.35","0","9","2","Yes","Yes"
"6mpit","6mm Push-in Tee",,"R 0.00","0","13","14.95","0","13","2","Yes","Yes"
"6pcSCS","6 piece Screw Driver Set",,"R 68.82","11.69","116.05","133.46","89.93","104.36","10","Yes","Yes"
"6PCTSC","TOTAL SCREWDRIVER SET 6PC",,"R 0.00","0","149","171.35","0","149","0","Yes","Yes"
"6PTP","TOOL POUCH WITH BELT 7 POCKET",,"R 0.00","0","215","247.25","0","215","0","Yes","Yes"
"6RWB","6 Row Wire Brushes",,"R 0.00","0","11.51","13.24","0","11.51","100000","Yes","Yes"
"70lP","70L Plastic Refuse Bin Black with Lid",,"R 0.00","0","225","258.75","0","225","2","Yes","Yes"
"70mmPd","70mm Padlock Disc",,"R 31.16","31.16","208","239.2","85.02","176.84","10","Yes","Yes"
"70mmS","70mm Scrapper MTS Rub/Handle",,"R 19.81","19.81","49","56.35","59.57","29.19","5","Yes","Yes"
"750mlSP","750ml Spray Trigger (8)",,"R 0.00","0","310","356.5","0","310","0","Yes","Yes"
"75CI","Swivel Castor Cast Iron 75mm",,"R 82.22","82.22","140","161","41.27","57.78","2","Yes","Yes"
"785HJJ","BLACK SELECTOR SHORT Lever 2 Position",,"R 0.00","0","942.36","1083.71","0","942.36","0","Yes","Yes"
"7MP","7 Way Multi Plug",,"R 0.00","0","136","156.4","0","136","4","Yes","Yes"
"80mmGWKU","80mm Gate Wheel Kit",,"R 0.00","0","301.39","346.6","0","301.39","1","Yes","Yes"
"85lSB","85 Litre Clear Storage Box",,"R 360.00","0.36","256","294.4","99.86","255.64","1000","Yes","Yes"
"860NIA","Nail In Anchor 8x60",,"R 0.00","0","215","247.25","0","215","-0.2","Yes","Yes"
"8DCF","Drill Cobalt FEW 8mm",,"R 0.00","0","119","136.85","0","119","4.5","Yes","Yes"
"8FtL","Step 2.4 M Fiberglass Step Ladder with Aluminium Treads",,"R 1,240.00","12.28","1800","2070","99.32","1787.72","101","Yes","Yes"
"8mCWR","8mm Wire Rope Clamp Com",,"R 0.00","0","4.99","5.74","0","4.99","-6","Yes","Yes"
"8MMCS","8MM Combination Spanner",,"R 9.99","9.99","17.5","20.13","42.91","7.51","10","Yes","Yes"
"8mmCW","8mm Clamp Wire Rope H/D",,"R 0.00","0","7.67","8.82","0","7.67","20","Yes","Yes"
"8mmPIE","8mm Push-In-Elbow",,"R 6.81","3.38","11","12.65","69.27","7.62","110","Yes","Yes"
"8mmTB","8mm Blue Tubing Nylon[Per Meter]",,"R 0.00","0","40","46","0","40","-5","Yes","Yes"
"8mmTEH","8MM Turnbuckles H and E",,"R 14.40","12","26","29.9","53.85","14","6","Yes","Yes"
"8MWR","8mm Wire Rope(6x19)[Per Meter]",,"R 9.78","9.78","23.02","26.47","57.52","13.24","5","Yes","Yes"
"8pcSD","PC SCREWDRIVER SET VDE INSULATED C/W STORAGE BOX",,"R 0.00","0","267.26","307.35","0","267.26","2","Yes","Yes"
"8SCS","Mikalor 8mm Steel Spring Clip(25 per Pack)",,"R 144.66","28.93","224.59","258.28","87.12","195.66","10","Yes","Yes"
"900gH","900g Club Hammer",,"R 0.00","0","135","155.25","0","135","2","Yes","Yes"
"96323","Goggle Uvex Ultravision Clear Lens Anti-Fog",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"9AKS","9 Pcs Allen Key Set",,"R 38.25","3.83","68.11","78.33","94.38","64.28","10","Yes","Yes"
"9el","9mm Extension Ladder",,"R 0.00","0","8599","9888.85","0","8599","1","Yes","Yes"
"9kgEC","9kg Empty Cylinder",,"R 0.00","0","1000","1150","0","1000","5","Yes","Yes"
"9PC","9 Piece Large Tool",,"R 158.20","158.2","0","0","0","-158.2","2","Yes","Yes"
"9pcAK","9 Piece Allen Keys Set",,"R 0.00","0","56.4","64.86","0","56.4","10","Yes","Yes"
"9pcTS","9 Piece Screwdriver Set",,"R 94.50","94.5","114.11","131.23","17.19","19.61","5","Yes","Yes"
"A5L","Acetone 5 Litre",,"R 160.52","0.16","280","322","99.94","279.84","1000","Yes","Yes"
"ABG125","1400W Bosch Angle Grinder 125mm",,"R 1,648.01","1648.01","1999","2298.85","17.56","350.99","0","Yes","Yes"
"Ac321800","Aftool Crowbar 32x1800",,"R 0.00","0","1499","1723.85","0","1499","5","Yes","Yes"
"Acl","Clear Adhesive Alcolin",,"R 1,060.00","176.67","107","123.05","-65.11","-69.67","6","Yes","Yes"
"ACNT 350","350ml Atcher Container (per 200)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"ACNT 500","500ml Atcher Container (per 200)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"ACSB","Assorted Colours Plastic Sauce Bottles 6pk 500ml",,"R 27.40","3.19","90","103.5","96.46","86.81","948","Yes","Yes"
"Ados","Aluminium Drum Opening Spanner",,"R 253.00","101.2","447.99","515.19","77.41","346.79","5","Yes","Yes"
"ADP15A","White Plug adaptor 1x15A 2x5A 5A on Side",,"R 9.29","9.29","38.5","44.28","75.87","29.21","0","Yes","Yes"
"AF","Adjustable Fittings",,"R 0.00","0","15","17.25","0","15","950","Yes","Yes"
"AF5L","Antifreeze 5 Litre",,"R 62.14","62.14","110","126.5","43.51","47.86","0","Yes","Yes"
"AFM1040","Adjustable Foot M10X40",,"R 98.67","98.67","15.6","17.94","-532.5","-83.07","-100","Yes","Yes"
"AFM8X40","Adjustable Foot M8X40",,"R 87.63","0.09","15","17.25","99.4","14.91","9960","Yes","Yes"
"AFSL","Ladder Fibreglass 1.2m",,"R 830.00","830","1245","1431.75","33.33","415","1","Yes","Yes"
"AG","Gun Air GAV 60A (Bulk) Each",,"R 178.83","156.57","92","105.8","-70.18","-64.57","20","Yes","Yes"
"AG115RS","ANGLE GRINDER 115MM 900W 11000 RPM 220V",,"R 0.00","0","699","803.85","0","699","0","Yes","Yes"
"AG2600W","2600W Angle Grinder 230mm",,"R 0.00","0","3512","4038.8","0","3512","1000","Yes","Yes"
"Ag710w","Bosch Angle Grinder 115mm 710W",,"R 504.50","100.9","630","724.5","83.98","529.1","5","Yes","Yes"
"AG900W","900W Angle Grinder 115mm",,"R 0.00","0","1815","2087.25","0","1815","1000","Yes","Yes"
"AGB115900w","Angle Grinder BOSCH 115mm 900W",,"R 0.00","0","1250","1437.5","0","1250","5","Yes","Yes"
"AGS500g","A Grade Steelwool 500g",,"R 59.84","0.62","75","86.25","99.17","74.38","976","Yes","Yes"
"Agtc220","Angle Grinder Tork Craft 230mm 2400W",,"R 1,250.00","1000","1350","1552.5","25.93","350","5","Yes","Yes"
"AGTGT","Heavy Duty 2.4-4.8mm Air Riveter",,"R 0.00","0","2203.56","2534.09","0","2203.56","-2","Yes","Yes"
"AHC","Assorted Hancocks Garmet Making Chalk",,"R 0.00","0","1378","1584.7","0","1378","5","Yes","Yes"
"AHK8","Air Hose Kit 8mm x 10m",,"R 374.13","374.13","618.5","711.28","39.51","244.37","1","Yes","Yes"
"AHR8","8mm Hose Air Rubber IT[Per meter]",,"R 949.02","949.02","30.5","35.07","-3011.54","-918.52","-29","Yes","Yes"
"AHRH","Aluminium Right Hand Handle",,"R 56.52","56.52","39","44.85","-44.92","-17.52","1","Yes","Yes"
"Ai252","Angel Iron 25x2mm",,"R 73.75","14.75","200","230","92.63","185.25","5","Yes","Yes"
"AI253","Angle Iron 25x3mm(Per Meter)",,"R 0.00","0","46","52.9","0","46","10","Yes","Yes"
"AI25MM","Angle Iron 25mm",,"R 78.26","0.47","198","227.7","99.76","197.53","1000","Yes","Yes"
"Ak1510","Allen Key Set K/T BP XL 1.5-10",,"R 0.00","0","326","374.9","0","326","-4","Yes","Yes"
"Ak2","Allen Key 2mm",,"R 0.00","0","3.65","4.2","0","3.65","10","Yes","Yes"
"AK25","Allen key 2,5 mm",,"R 2.73","0.31","4.4","5.06","92.95","4.09","760","Yes","Yes"
"AK3mm","Allen Key 3mm",,"R 3.84","0.19","4.63","5.32","95.9","4.44","971","Yes","Yes"
"AK4m","Allen Key 4mm",,"R 9.57","0.33","5.62","6.46","94.13","5.29","996","Yes","Yes"
"AK5m","Allen Key 5mm",,"R 2.90","0.06","8.43","9.69","99.29","8.37","9798","Yes","Yes"
"AK6mm","Allen Key 6mm",,"R 4.82","2.41","17","19.55","85.82","14.59","12","Yes","Yes"
"AKBP25","Allen Key Ball Point XL/S Kit 2,5mm",,"R 0.00","0","35","40.25","0","35","30","Yes","Yes"
"AKBP5m","Allen Key Ball Point XL/S Kit 5mm",,"R 0.00","0","49.5","56.92","0","49.5","30","Yes","Yes"
"AKS","Allen Keys Set -10mm",,"R 0.00","0","120","138","0","120","5","Yes","Yes"
"AKS4","Allen Key STD 4mm",,"R 0.00","0","10.2","11.73","0","10.2","0","Yes","Yes"
"AKT4mm","Allen Key T-Handle K/T B/P 4mm",,"R 206.44","41.29","114.5","131.67","63.94","73.21","5","Yes","Yes"
"AKT8p","Allen Key Set T-Handle 8 Piece",,"R 0.00","0","250","287.5","0","250","4","Yes","Yes"
"Al46l","Addis Lift Top Rubbish Bin 46 Litre",,"R 170.00","170","229.5","263.92","25.93","59.5","7","Yes","Yes"
"ALE","Aluminium Extention Ladder 5.1-9M",,"R 2,935.00","2935","4874.78","5606","39.79","1939.78","0","Yes","Yes"
"ALHH","Aluminium Left Hand Handle",,"R 101.17","94.79","39","44.85","-143.05","-55.79","7","Yes","Yes"
"ALLE","Alluminium Ladder Extention 6-12m",,"R 0.00","0","9999.99","11499.99","0","9999.99","0","Yes","Yes"
"ARA24","Air Riveter Air Craft 2.4-4.8mm",,"R 1,626.57","1626.57","2600","2990","37.44","973.43","4","Yes","Yes"
"ARI12","Air Regulator In-Line 1/2",,"R 0.00","0","1132.5","1302.38","0","1132.5","1","Yes","Yes"
"ASB","ARROW SCRUBBING BRUSH",,"R 0.00","0","29.99","34.49","0","29.99","3","Yes","Yes"
"ASDD","50MM Socket Solvent MA1",,"R 0.00","0","19.1","21.97","0","19.1","-9","Yes","Yes"
"Asdp","Air Screw Driver Puma",,"R 0.00","0","1250","1437.5","0","1250","2","Yes","Yes"
"ASDS12","Adaptor SDS+ x 1/2DR",,"R 0.00","0","31","35.65","0","31","5","Yes","Yes"
"ASSD","473 ML Blue Lava Cement Solvent",,"R 0.00","0","390","448.5","0","390","-1","Yes","Yes"
"ATc","5 Litre Airline Lube Tech",,"R 0.00","0","379","435.85","0","379","5","Yes","Yes"
"ATC 250","Atcher Container 250ml (per 200)",,"R 0.00","0","260","299","0","260","-7","Yes","Yes"
"ATCH","250ml Atchar Cups",,"R 0.00","0","750","862.5","0","750","-1","Yes","Yes"
"AW200M","Adjustable Wrench 200mm",,"R 44.91","44.91","53.89","61.97","16.66","8.98","5","Yes","Yes"
"AW300M","Adjustable Wrench 300m",,"R 113.53","22.71","137.45","158.07","83.48","114.74","5","Yes","Yes"
"AWC","Addis Telescopic Window Cleaner",,"R 0.00","0","278.9","320.73","0","278.9","5","Yes","Yes"
"b/yspb","bl/yellow sp bumps",,"R 402.50","402.5","523.25","601.74","23.08","120.75","15","Yes","Yes"
"B250mm","Broom 250mm",,"R 0.00","0","79.8","91.77","0","79.8","-10","Yes","Yes"
"B357AV","357 ALK VernierBattery",,"R 3.99","5.66","11.5","13.23","50.78","5.84","11","Yes","Yes"
"B3v","CR2032 3v batteries",,"R 0.00","0","19.5","22.42","0","19.5","0","Yes","Yes"
"B50X50","50x50 Bracket CNR E/G each",,"R 0.00","0","3.5","4.02","0","3.5","10","Yes","Yes"
"B75MSCW","75MM SWV BLUE S/ELS CASTOR",,"R 60.00","60","91.53","105.26","34.45","31.53","0","Yes","Yes"
"BAO25kg","BROWN ALUMINIUM OXIDE 25 KG",,"R 0.00","0","1250","1437.5","0","1250","5","Yes","Yes"
"BB100M","Brushes blondie 100mm",,"R 0.00","0","12.76","14.67","0","12.76","99980","Yes","Yes"
"Bb13L","13 Litre Bucket Builders Round H/D",,"R 0.00","0","62.5","71.88","0","62.5","-5","Yes","Yes"
"BB3/4x3/4","Bibcock Brass 3/4 x 3/4",,"R 30.13","1.59","193","221.95","99.18","191.41","19","Yes","Yes"
"BB48","Bufftape brown 48mmx40",,"R 9.80","0","11.76","13.52","0","11.76","100010","Yes","Yes"
"BB50mm","Brush Blondie 50mm",,"R 0.00","0","8.26","9.5","0","8.26","15","Yes","Yes"
"BB75M","Brushes blondie 75mm",,"R 51.46","0.01","10.54","12.12","99.91","10.53","100010","Yes","Yes"
"BBL128","BOOT BUFFALO STEEL TOE CAP SIZE (06)",,"R 206.50","206.5","399","458.85","48.25","192.5","0","Yes","Yes"
"BBL129","BOOT BUFFALO STEEL TOE CAP SIZE (08)",,"R 206.50","206.5","399","458.85","48.25","192.5","2","Yes","Yes"
"BBL231","BOOT BUFFALO STEEL TOE CAP SIZE (08)",,"R 206.50","206.5","399","458.85","48.25","192.5","1","Yes","Yes"
"BBL458","BOOT BUFFALO STEEL TOE CAP SIZE (10)",,"R 206.50","206.5","399","458.85","48.25","192.5","1","Yes","Yes"
"BBL789","BOOT BUFFALO STEEL TOE CAP SIZE (09)",,"R 206.50","206.5","399","458.85","48.25","192.5","2","Yes","Yes"
"BBP115","BACKING PAD 115mm A/GR",,"R 0.00","0","150","172.5","0","150","1000","Yes","Yes"
"BBP180m","BACKING PAD 180mm A/GR",,"R 0.00","0","349","401.35","0","349","0","Yes","Yes"
"BBR","Bubble Wrap",,"R 236.07","236.08","0","0","0","-236.08","2","Yes","Yes"
"BBS64mm","Barrel Bolt Straight Polished Brass 64mm",,"R 0.00","0","15.99","18.39","0","15.99","1","Yes","Yes"
"BBW305m","Broom Black W/Stay 30 5mm",,"R 0.00","0","105","120.75","0","105","-6","Yes","Yes"
"BBW450","Broom Black W/Stay 450mm",,"R 0.00","0","121","139.15","0","121","0","Yes","Yes"
"Bc25040","Blade TCT CNTR 250x40T",,"R 0.00","0","287","330.05","0","287","8","Yes","Yes"
"BC48","Bufftape Clear 48mmx40",,"R 10.99","0.02","19","21.85","99.89","18.98","100066","Yes","Yes"
"BCA185","Blade Contractor Aluminium 185x60t",,"R 0.00","0","213","244.95","0","213","45","Yes","Yes"
"BCA210x60","Blade Contractor Aluminium 210x60T",,"R 0.00","0","301","346.15","0","301","10","Yes","Yes"
"BCA210x60v","Blade Contractor Aluminium 210x60T",,"R 0.00","0","301","346.15","0","301","8","Yes","Yes"
"BCA250","Blade Contractor Aluminium 250x100T",,"R 267.87","267.87","430","494.5","37.7","162.13","1","Yes","Yes"
"BCA2508","Blade Contractor Aluminium 250x80t",,"R 177.81","150.91","365","419.75","58.65","214.09","7","Yes","Yes"
"BCA350","Blade Contractor Aluminium 350x100t",,"R 233.58","325.12","840","966","61.3","514.88","3","Yes","Yes"
"BCBC12","Bibcock Brass Cobra 1/2x3/4",,"R 75.52","0.23","290","333.5","99.92","289.77","1000","Yes","Yes"
"Bcm54","BRASSMAN COPCAL MALE STRAIGHT COUPLER 54mm OXMI",,"R 0.00","0","198.21","227.94","0","198.21","5","Yes","Yes"
"BCRSBRK","Blue Castor Rubber Swivel BRK 100mm",,"R 86.58","4.57","146","167.9","96.87","141.43","994","Yes","Yes"
"BCS","Broom corn synthetic",,"R 0.00","0","145","166.75","0","145","-7","Yes","Yes"
"BCS304","BLACK C/SUIT SZ 30-40 WAIST",,"R 0.00","0","168","193.2","0","168","15","Yes","Yes"
"BCS50x50","Bracket Corner and screws 50x50 each",,"R 2.66","2.66","3.4","3.91","21.76","0.74","0","Yes","Yes"
"BCS75B","BLUE 75MM SWV BREAK CASTOR S/ELS",,"R 52.00","52","175","201.25","70.29","123","0","Yes","Yes"
"BCT 305x47","Black Cable Ties 305x4,7",,"R 89.48","35.16","142.5","163.88","75.33","107.34","1369","Yes","Yes"
"BCT100","Black Cable ties 100x2.5 (P/100)",,"R 7.39","0","27","31.05","0","27","10000","Yes","Yes"
"BCT148","Black Cable Tie 148x3,5[P/100]",,"R 16.63","0.79","58","66.7","98.64","57.21","1048","Yes","Yes"
"BCT198","Black Cable Tie 198x4,7 [P/100]",,"R 25.65","11.16","80","92","86.05","68.84","597","Yes","Yes"
"Bct30547","Black Cable Ties 305x4.7",,"R 86.46","71.57","122.5","140.88","41.58","50.93","75","Yes","Yes"
"BCT388x7,8","Black Cable Ties (50/Packet)",,"R 118.99","0.37","199","228.85","99.81","198.63","100175","Yes","Yes"
"BCT392","Black Cable Tie 392x4,7",,"R 107.10","17.8","215","247.25","91.72","197.2","1010","Yes","Yes"
"BCT48X200","Black Cable Ties 4.8x200m",,"R 23.75","27.49","0","0","0","-27.49","249","Yes","Yes"
"BDB","12L Fliptop Black Bin (All Black)",,"R 0.00","0","55.59","63.93","0","55.59","0","Yes","Yes"
"BDG850","850W Bosch Drill GSB 19-2 RE K/Less",,"R 3,136.68","3136.68","3800","4370","17.46","663.32","0","Yes","Yes"
"Bdgcd115","BDG Cut Disc 115x1mm(Per 5)",,"R 0.00","0","58","66.7","0","58","5","Yes","Yes"
"BfWB","BETTA FLAIR WHITE WALL HUNG BASIN",,"R 0.00","0","448.5","515.77","0","448.5","4","Yes","Yes"
"BGB","Glove Nitrile Black",,"R 570.00","570","79.8","91.77","-614.29","-490.2","1","Yes","Yes"
"BGS400Ml","Black Spray 400ml",,"R 24.62","6.16","40.08","46.09","84.63","33.92","40","Yes","Yes"
"BHD","BROOM H/HOLD DELUXE W/HNDLE",,"R 60.83","60.83","122","140.3","50.14","61.17","-40","Yes","Yes"
"BHDCM3x6","Button Head Cap M3x6",,"R 0.14","0.1","95","109.25","99.89","94.9","293","Yes","Yes"
"BHDCM4x6","Button Head Cap M4x6",,"R 0.00","0","133","152.95","0","133","95","Yes","Yes"
"BHM1680","BOLT HT M16 x 80 [P/100]",,"R 0.00","0","3468","3988.2","0","3468","-0.12","Yes","Yes"
"BHNK","Shimstok Brass Assorted 1M-0.025MM",,"R 0.00","0","1964","2258.6","0","1964","0","Yes","Yes"
"BHSM516","M5x16 S/S A2 SKT BUTTON HD",,"R 0.00","0","44","50.6","0","44","-10","Yes","Yes"
"BHSS","M5x16 Button Head Screw/SS (/100)",,"R 0.00","0","51.58","59.32","0","51.58","0","Yes","Yes"
"BHSS8","M8x25 Button Head Screw/SS",,"R 0.00","0","174.72","200.93","0","174.72","0","Yes","Yes"
"BHT36","M36X140 HT Bolt (Per 100)",,"R 0.00","0","105.8","121.67","0","105.8","0","Yes","Yes"
"Bhu1412","BOLT HT UNC 1/4 x1-1/2",,"R 0.00","0","144","165.6","0","144","4.9","Yes","Yes"
"BJSC","Big Jim Storage Container 47 Litre",,"R 180.00","180","289.8","333.27","37.89","109.8","5","Yes","Yes"
"BL0.9","Builders Line 0.9mm x100m",,"R 10.22","3.41","23","26.45","85.17","19.59","3","Yes","Yes"
"BLD-ALUM","Blade Contractor Aluminium 230x60",,"R 428.28","428.28","0","0","0","-428.28","0","Yes","Yes"
"BLG1100","Bar Leg 1100x80",,"R 220.00","220","280","322","21.43","60","0","Yes","Yes"
"BLM4","AAA battery (Pack of 4)",,"R 0.00","0","69.39","79.8","0","69.39","0","Yes","Yes"
"BM30","M30X140 HT BOLT",,"R 0.00","0","82.8","95.22","0","82.8","0","Yes","Yes"
"BM7001800","Scissor M/T BS 700 Multi-HD 180mm",,"R 0.00","0","300","345","0","300","8","Yes","Yes"
"BMAP","Black 150 Micron Sheet Plast 3x30m",,"R 295.00","295","520","598","43.27","225","5","Yes","Yes"
"BMFM","3PLY Face Mask Loops (50s) Blue",,"R 0.00","0","23.28","26.77","0","23.28","-5","Yes","Yes"
"BMG","Gloves Black Mamba Cut5",,"R 64.75","64.75","68","78.2","4.78","3.25","550","Yes","Yes"
"BMMS","Basin Mixer Mixed Tide STD",,"R 708.65","505.69","1300","1495","61.1","794.31","5","Yes","Yes"
"BMMTs","Basin Mixer Mixed Tide STD",,"R 0.00","0","1300","1495","0","1300","5","Yes","Yes"
"Bms","BASIN MIXER CHROME",,"R 347.74","86.93","598","687.7","85.46","511.07","6","Yes","Yes"
"BMS350","350ml Black Matt Spray",,"R 63.00","63","121","139.15","47.93","58","-48","Yes","Yes"
"BMT","Bath Mats",,"R 0.00","0","174","200.1","0","174","5","Yes","Yes"
"BNT20m","Blue NITTO Tape 20m",,"R 15.73","11.24","25","28.75","55.04","13.76","14","Yes","Yes"
"BOL10","BLADE OLFA LB-10 10/PACK",,"R 65.73","48.92","94","108.1","47.96","45.08","42","Yes","Yes"
"BP38m","Padlock 38mm",,"R 35.48","0.37","99","113.85","99.63","98.63","97","Yes","Yes"
"BPLH50","Blue PVC Layflat Hose 50mm",,"R 25.20","25.2","42","48.3","40","16.8","50","Yes","Yes"
"BR6mm","Bar Round BR/M/ST 6mm [Per Meter]",,"R 21.33","21.33","22.5","25.87","5.2","1.17","10","Yes","Yes"
"BR7","BOOT REBEL CHELSEA BROWN S7",,"R 299.95","18.75","684.5","787.17","97.26","665.75","32","Yes","Yes"
"BRA10m","10mm Aluminium Bar Round(p/m)",,"R 31.85","15.71","149.99","172.49","89.53","134.28","7","Yes","Yes"
"BRDJC","Black Rubber Double Janus Coupler",,"R 38.00","0.29","36","41.4","99.19","35.71","993","Yes","Yes"
"BRSS M","Brasso Metallic Polish 200ML",,"R 139.12","21.97","175","201.25","87.45","153.03","-48","Yes","Yes"
"BS","Beige Spray",,"R 63.00","77.77","90","103.5","13.59","12.23","13","Yes","Yes"
"BS350ML","Black Spay 350ml",,"R 86.00","0.17","40.99","47.14","99.59","40.82","10020","Yes","Yes"
"BSB2480194","Band Saw Blade 2480x19x4mm",,"R 256.52","102.61","442.5","508.87","76.81","339.89","5","Yes","Yes"
"BSC600","Bosch Impact Drill 600W",,"R 0.00","0","599","688.85","0","599","-3","Yes","Yes"
"BSH100mm","B/S SINKLESS HINGE 100MM (20)",,"R 0.00","0","25","28.75","0","25","-4","Yes","Yes"
"BSHD921","BLADE STAN HD 921LONG (100/Box)",,"R 249.96","0.1","449","516.35","99.98","448.9","9990","Yes","Yes"
"BSL","Bolts/Sleeves",,"R 20.70","20.7","26.91","30.95","23.08","6.21","60","Yes","Yes"
"BSP400","Stanley Blade Pack(400)",,"R 0.00","0","1650","1897.5","0","1650","5","Yes","Yes"
"Bss","Bostik Sew Simple 25ml",,"R 140.00","23.33","39.9","45.88","41.53","16.57","6","Yes","Yes"
"BSWP","Bath/Sink Waste W/Plug",,"R 0.00","0","144","165.6","0","144","98","Yes","Yes"
"BSWS300","300x350 Bracket Shelf W/Stay",,"R 150.00","150","111","127.65","-35.14","-39","-46","Yes","Yes"
"BTD","Packing Tape Dispenser 50MM FB - Red/White",,"R 32.39","32.39","141.5","162.73","77.11","109.11","0","Yes","Yes"
"Btdd","Box Tape Dispenser",,"R 32.39","14.4","99.32","114.22","85.5","84.92","9","Yes","Yes"
"BTP","Blue Tubing P/U(per meter)",,"R 0.00","0","13.33","15.33","0","13.33","0","Yes","Yes"
"BTP12","Bibtap plastic 1/2",,"R 47.83","28.7","80","92","64.13","51.3","5","Yes","Yes"
"BTT","75x500m Red and White Tape Barrier",,"R 62.96","62.96","145.5","167.33","56.73","82.54","0","Yes","Yes"
"Bwh2512","Broom Wood Handle 25x1.2",,"R 14.15","3.54","18.39","21.15","80.75","14.85","40","Yes","Yes"
"BWN350ml","Brown Spray 350 ml",,"R 0.00","0","119","136.85","0","119","8","Yes","Yes"
"BZ25MT","PRO BZ25 MIG TORCH X 4M",,"R 0.00","0","1281.25","1473.44","0","1281.25","5","Yes","Yes"
"C100l","Compressor 100L V-Type 3HP",,"R 0.00","0","8038.5","9244.27","0","8038.5","10","Yes","Yes"
"C100x30S","Castor P/U 100x30 SWV",,"R 0.00","0","183.95","211.54","0","183.95","10","Yes","Yes"
"C100x30SB","Castor P/U 100x30 SWV+BRK",,"R 0.00","0","204.9","235.63","0","204.9","10","Yes","Yes"
"C1020","CSK Cap m10x20",,"R 0.00","0","4.5","5.17","0","4.5","0","Yes","Yes"
"C1075","C/BOARD Screw 10 x 75mm (Per 100)",,"R 0.00","0","110","126.5","0","110","6","Yes","Yes"
"C1213","Chuck 1/2 x 13mm Keyed T/C",,"R 0.00","0","89","102.35","0","89","5","Yes","Yes"
